,norm_train_loss,norm_valid_loss,train_loss,valid_loss
0,0.3658366640206447,0.007356803058288419,0.36038128973385475,0.0069436258636415005
1,0.008290300418452993,0.0065865650987968994,0.019795351146652714,0.006923124086684906
2,0.0024412572416039544,0.0007365252912187806,0.009852741582204677,0.002382766016615698
3,0.001143959115802192,0.0006511021839777151,0.0038917840422032267,0.0013157993223733054
4,0.0008306156683749215,0.0006634336314164102,0.0021495154028623132,0.0010672865341453312
5,0.0006284880341231329,0.000586877767301093,0.001661629308738314,0.0010688112054664928
6,0.000515313938038825,0.00036733931763312564,0.0013771772783967619,0.0007877798231605154
7,0.00043824681570336677,0.00027005128000522603,0.0011844863899197824,0.0008115011307661637
8,0.00037931648513317645,0.00027308188593731477,0.0010496527356532658,0.0008420569759507019
9,0.000340338091131876,0.0002464864704122122,0.0009652810456106366,0.0006847821160380801
10,0.00030308887967068023,0.00020243220037977712,0.0008897217105704688,0.0007120308772965262
11,0.0002751986180832198,0.00019937022667503558,0.0008183634653297258,0.0006006656543692001
12,0.0002572706461406843,0.00014215819660771207,0.0007625644182390923,0.0005517702263135177
13,0.00023474896901341165,0.0001813899977535654,0.000716364002063371,0.0005830679796277904
14,0.00021959658492181594,0.0001602258822598602,0.0006764945431024502,0.0005923170012045795
15,0.00020602731132565982,0.00013318631597660267,0.0006423082600045928,0.0005135741241527005
16,0.00019483672860477283,0.00012303561687496348,0.0006141808672870545,0.0004583946272480087
17,0.0001813131652676593,0.00013767112278191445,0.0005826880119990703,0.000462272636538658
18,0.00017418823197216455,0.0001537210549801015,0.0005446423156324815,0.000492598194306573
19,0.00016354196392178526,0.00011588760473666928,0.00054090375512547,0.00036362612557310896
20,0.00015455761286674468,0.0001253699133835303,0.0005228847291908492,0.0003426091470128785
21,0.00014581491300631676,8.427383587471783e-05,0.0005032040558263722,0.0004439002838737976
22,0.0001396701246042072,0.00011338856795471377,0.00047528780782179044,0.0003663171256238666
23,0.00013374738930338654,7.538823984549918e-05,0.0004636882508418122,0.00038394946246766125
24,0.0001269226846910977,8.726130741146895e-05,0.00045664497054775124,0.0004161136424115214
25,0.00012251360070002806,8.393423461082141e-05,0.0004324545144355809,0.00033345768035640224
26,0.0001170378972603219,8.720891240115564e-05,0.00042441065631957736,0.00025143130467488215
27,0.00011413022472995245,8.735185936250043e-05,0.00039998950227293804,0.0003223451640224084
28,0.0001105879936257933,6.834553893825684e-05,0.00039450368598785104,0.00026497384981037333
29,0.00010622456377643567,7.716065374552272e-05,0.0003897412572779261,0.00022073029350184908
30,0.00010290926713715127,6.804995609854814e-05,0.00037428442087654,0.0002755577532717815
31,9.917042281501798e-05,7.089187770011798e-05,0.00036446476165288486,0.00023164052142349718
32,9.69272072154267e-05,6.029349032570071e-05,0.00034982522129466207,0.0001954707544288025
33,9.442528121502046e-05,6.318798156056661e-05,0.00033376664124876675,0.0002684315662078846
34,9.144674598281813e-05,6.036638114892412e-05,0.00033587757337060576,0.00020128028700128198
35,9.06645012675342e-05,5.785957154540274e-05,0.00032936219501897025,0.00019598632094969688
36,8.764088572950349e-05,5.544730839364302e-05,0.0003053165145293815,0.00020314801356737287
37,8.40467344972727e-05,4.98390791807861e-05,0.0002994175748177674,0.00017645076709763648
38,8.381034576965017e-05,5.978941562016889e-05,0.000281998734090701,0.0001949371883081487
39,8.018863722984293e-05,5.823338324262295e-05,0.00027729479351156394,0.00016263882851210207
40,7.993389524082725e-05,5.520794477958519e-05,0.00027807892541473927,0.00017995881017458698
41,7.631982687860084e-05,5.8010651628137566e-05,0.0002638934952123663,0.00015207340038614348
42,7.60206083073448e-05,4.664826904515324e-05,0.00025754968255924777,0.00013593741291865276
43,7.469247831967506e-05,6.472610360875618e-05,0.0002471924537998317,0.00016036266634518353
44,7.216025370421423e-05,6.550684436381114e-05,0.0002550833969761997,0.00014600341763490668
45,7.049905558152752e-05,4.870035165647725e-05,0.0002494902967367394,0.00014952141897923028
46,6.930696722846838e-05,5.2547246573689896e-05,0.00024632349878279025,0.0001332606046232216
47,6.757821029168554e-05,4.566993489928651e-05,0.00023561625581432406,0.00013258534678383372
48,6.630224357368759e-05,6.909924937085285e-05,0.00022969483615773307,0.00013667283956937565
49,6.584885033479125e-05,5.331688603641501e-05,0.00023785648462960922,0.00013449987594727785
50,6.376277533038558e-05,5.033872212851957e-05,0.00021927241302959038,0.0001550802055414981
51,6.24126982104962e-05,3.920577511542853e-05,0.00022075477362852337,0.00014516896184292049
52,6.656369009635344e-05,5.003073196208928e-05,0.00020735670057029135,0.0001215387598606937
53,6.146735241343987e-05,4.3928371199469366e-05,0.00022266449706886463,0.00015615854443659863
54,5.887653857137678e-05,3.853899327693328e-05,0.00021594130761229418,0.0001422520309950834
55,5.957091201888848e-05,5.1422472097328864e-05,0.0002104361575632096,0.00012880691932738185
56,5.8523383949406043e-05,3.748641777817214e-05,0.0001919700906549544,0.00012546306215181874
57,5.566565853653563e-05,4.698167406156874e-05,0.00019347259899023817,0.00012678181631669687
58,5.800916402644442e-05,5.012730280913484e-05,0.00019071665631513522,0.00015719219356049926
59,5.5582238195138565e-05,4.410516969353641e-05,0.00018899505853089738,0.00013659781465181508
60,5.490540055920195e-05,4.1986145683600065e-05,0.00020217758585671587,0.00013230126653350174
61,5.329041642497695e-05,4.819732426907509e-05,0.0001796218663744769,0.00013139781283546024
62,5.33848911870653e-05,6.297316324959796e-05,0.00017323889642792582,0.00012445075257206694
63,5.230518082342978e-05,4.291328933994429e-05,0.00017452507570689003,0.00012416237642845282
64,5.2201678718421584e-05,4.1204430160108204e-05,0.00017182590269520045,0.00012220762773022914
65,5.3235775239502585e-05,3.5597670690689345e-05,0.0001762698194097894,0.00012481513336891882
66,5.094881590940727e-05,4.82476491295249e-05,0.00017928682710239196,0.00012042499460781422
67,5.083457055149178e-05,4.168953210654973e-05,0.00016716384834072724,0.00011665466976969932
68,5.004292591199992e-05,3.958546172865541e-05,0.00016540379492551683,0.0001263436122546689
69,4.8709695076056015e-05,5.3748900077502745e-05,0.0001723717553193119,0.00012087055606221278
70,4.816368624303639e-05,4.294583127025712e-05,0.0001583135308464989,0.00011945879305130802
71,4.734678827216514e-05,3.932721686466651e-05,0.00015782752317700316,0.00011362319072269692
72,4.7012650742223206e-05,4.0821722555287684e-05,0.000163409036433639,0.00012900980268918478
73,4.647909400718369e-05,4.748169354010875e-05,0.00023846197311601253,0.00015540857090784883
74,4.719042932989014e-05,4.908724552548777e-05,0.00017292554032248732,0.00020579350278309832
