,gru_loss,lstm_loss,tcn_loss
0,0.059313878417015076,0.04317560791969299,0.01975608989596367
1,0.03435029089450836,0.02620271034538746,0.0186318326741457
2,0.022134123370051384,0.01854092627763748,0.018122170120477676
3,0.019961372017860413,0.019644061103463173,0.017327146604657173
4,0.022958695888519287,0.02338573895394802,0.01719149760901928
5,0.025641005486249924,0.024556705728173256,0.017345916479825974
6,0.025965457782149315,0.023082556203007698,0.01739370822906494
7,0.02419573813676834,0.02068963460624218,0.017286809161305428
8,0.021590545773506165,0.01871405355632305,0.017135730013251305
9,0.01928046904504299,0.01771421544253826,0.01704227551817894
10,0.017920123413205147,0.017640577629208565,0.01703263819217682
11,0.017649570479989052,0.018105441704392433,0.01704328879714012
12,0.018201686441898346,0.01865006424486637,0.01700909063220024
13,0.019096361473202705,0.018953625112771988,0.016929147765040398
14,0.019859151914715767,0.01891303062438965,0.016835756599903107
15,0.020190197974443436,0.018597520887851715,0.016754930838942528
16,0.020018532872200012,0.018155453726649284,0.016695084050297737
17,0.01945638470351696,0.01773480512201786,0.016637004911899567
18,0.01870928891003132,0.017437422648072243,0.016551179811358452
19,0.017989467829465866,0.01730366051197052,0.01643037050962448
20,0.01745528355240822,0.017317773774266243,0.01628880761563778
21,0.01718183048069477,0.017425548285245895,0.016138333827257156
22,0.01715962029993534,0.017557678744196892,0.01596834883093834
23,0.017314745113253593,0.017652815207839012,0.015752127394080162
24,0.017541896551847458,0.017674192786216736,0.015483561903238297
25,0.017739906907081604,0.017615748569369316,0.015182442031800747
26,0.01783963479101658,0.01749761402606964,0.014859851449728012
27,0.01781715266406536,0.017354723066091537,0.014489158056676388
28,0.01769089885056019,0.01722359098494053,0.014081023633480072
29,0.017507007345557213,0.017131522297859192,0.013635082170367241
30,0.017319753766059875,0.01709061488509178,0.013140787370502949
31,0.017173828557133675,0.01709698513150215,0.012597703374922276
32,0.017093101516366005,0.017134493216872215,0.011997872963547707
33,0.017077544704079628,0.017181210219860077,0.011354421265423298
34,0.017107654362916946,0.017216581851243973,0.01075031328946352
35,0.017153851687908173,0.0172270555049181,0.010381975211203098
36,0.017187248915433884,0.01720881089568138,0.010186639614403248
37,0.017188474535942078,0.01716717705130577,0.009048530831933022
38,0.017152227461338043,0.017113467678427696,0.008895021863281727
39,0.017086708918213844,0.017060639336705208,0.008384764194488525
40,0.017008967697620392,0.017019227147102356,0.007690087426453829
41,0.01693812757730484,0.016994722187519073,0.007437922526150942
42,0.016888901591300964,0.016986794769763947,0.006734075956046581
43,0.016867347061634064,0.016990358009934425,0.006618324667215347
44,0.016869978979229927,0.01699788123369217,0.005963878706097603
45,0.016886074095964432,0.017002038657665253,0.005795024801045656
46,0.01690216362476349,0.016997957602143288,0.0054759494960308075
47,0.016906816512346268,0.016984304413199425,0.0051252711564302444
48,0.016894198954105377,0.016963083297014236,0.005034482106566429
49,0.016865210607647896,0.016938380897045135,0.0046141366474330425
50,0.01682618446648121,0.016914641484618187,0.004456065129488707
51,0.016785888001322746,0.016895106062293053,0.004188602790236473
52,0.016752146184444427,0.01688092201948166,0.0038889888674020767
53,0.01672930270433426,0.016871098428964615,0.0037866157945245504
54,0.016717303544282913,0.016863210126757622,0.0035205278545618057
55,0.016712408512830734,0.01685445010662079,0.0032912963069975376
56,0.01670914515852928,0.016842694953083992,0.0031288901809602976
57,0.01670253463089466,0.016827158629894257,0.0029780056793242693
58,0.01668979786336422,0.016808483749628067,0.002774560824036598
59,0.016670994460582733,0.016788309440016747,0.002661772072315216
60,0.016648467630147934,0.016768503934144974,0.002620117738842964
61,0.016625575721263885,0.016750408336520195,0.002483455929905176
62,0.016605202108621597,0.016734328120946884,0.002358710393309593
63,0.01658867672085762,0.016719495877623558,0.0022855610586702824
64,0.016575515270233154,0.016704462468624115,0.002167588332667947
65,0.016563868150115013,0.016687734052538872,0.0021106996573507786
66,0.016551511362195015,0.01666841469705105,0.00205399002879858
67,0.01653681881725788,0.01664651185274124,0.002007031813263893
68,0.01651935465633869,0.016622817143797874,0.002148427302017808
69,0.016499919816851616,0.016598431393504143,0.0026671215891838074
70,0.01647999882698059,0.016574176028370857,0.002362643601372838
71,0.016461053863167763,0.016550185158848763,0.0017888840520754457
72,0.016443872824311256,0.01652589440345764,0.002108668675646186
73,0.016428323462605476,0.01650039292871952,0.0017959736287593842
74,0.01641351543366909,0.0164729505777359,0.0018607854144647717
75,0.01639828272163868,0.01644345559179783,0.0018032139632850885
76,0.01638174057006836,0.016412515193223953,0.001723536173813045
77,0.01636360026896,0.016381163150072098,0.0017327427631244063
78,0.016344230622053146,0.016350286081433296,0.0016023634234443307
79,0.01632438227534294,0.016320083290338516,0.0016713335644453764
80,0.016304776072502136,0.016289928928017616,0.0015231719007715583
81,0.016285797581076622,0.016258852556347847,0.0016121056396514177
82,0.016267351806163788,0.01622644253075123,0.0014529225882142782
83,0.016248993575572968,0.01619344763457775,0.0015363218262791634
84,0.016230197623372078,0.016161460429430008,0.0014020255766808987
85,0.016210615634918213,0.016131790354847908,0.001456826226785779
86,0.016190210357308388,0.01610466279089451,0.0013761157169938087
87,0.01616922952234745,0.01607971079647541,0.0013707111356779933
88,0.01614801026880741,0.016057061031460762,0.0013499993365257978
89,0.016126783564686775,0.0160373505204916,0.0012899020221084356
90,0.016105564311146736,0.016020162031054497,0.0013063062215223908
91,0.01608416810631752,0.016003595665097237,0.0012368550524115562
92,0.01606232114136219,0.01598656177520752,0.0012509636580944061
93,0.016039839014410973,0.0159695353358984,0.0012185642262920737
94,0.016016686335206032,0.015951991081237793,0.0011753042927011847
95,0.015992991626262665,0.01593218743801117,0.0011931132758036256
96,0.015968933701515198,0.015909843146800995,0.0011432160390540957
97,0.01594463177025318,0.01588604226708412,0.001117168227210641
98,0.015920082107186317,0.015860842540860176,0.0011209716321900487
99,0.01589515432715416,0.015833843499422073,0.0010880379704758525
100,0.01586969569325447,0.015805944800376892,0.0010506565449759364
101,0.015843590721488,0.01577817089855671,0.001054383348673582
102,0.015816833823919296,0.015750480815768242,0.0010424412321299314
103,0.015789492055773735,0.015722783282399178,0.0010014423169195652
104,0.015761658549308777,0.015695495530962944,0.000979707227088511
105,0.015733366832137108,0.015668591484427452,0.0009733671904541552
106,0.015704570338129997,0.015641462057828903,0.0009661513613536954
107,0.01567518711090088,0.015613824129104614,0.0009536253637634218
108,0.015645122155547142,0.015585778281092644,0.0009250481962226331
109,0.015614207834005356,0.015557154081761837,0.0009016518015414476
110,0.015582731924951077,0.01552759762853384,0.000879400409758091
111,0.015550598502159119,0.015497103333473206,0.0008596758707426488
112,0.01551782339811325,0.015465805307030678,0.0008461183751933277
113,0.015484373085200787,0.015433572232723236,0.0008347079274244606
114,0.01545019168406725,0.015400206670165062,0.0008372262236662209
115,0.015415219590067863,0.015365762636065483,0.0008986367029137909
116,0.015379426069557667,0.015330292284488678,0.0011956833768635988
117,0.01534282322973013,0.01529374998062849,0.0015992005355656147
118,0.01530542504042387,0.015256323851644993,0.0017810314893722534
119,0.015267235226929188,0.015218410640954971,0.0008144557941704988
120,0.015228228643536568,0.015180189162492752,0.001590772531926632
121,0.015188354067504406,0.015141639858484268,0.0011237721191719174
122,0.015147586353123188,0.015102751553058624,0.0012150531401857734
123,0.015105921775102615,0.015063336119055748,0.0010312215890735388
124,0.01506336685270071,0.015023081563413143,0.0010891961865127087
125,0.015019937418401241,0.014981952495872974,0.0009560734033584595
126,0.014975468628108501,0.014940150082111359,0.0010769570944830775
127,0.014930103905498981,0.014897930435836315,0.0008372878073714674
128,0.01488383300602436,0.014855614863336086,0.0010406735818833113
129,0.014836673624813557,0.014813298359513283,0.0007931858417578042
130,0.014788653701543808,0.01477073784917593,0.0009679713402874768
131,0.01473999209702015,0.014727792702615261,0.0007545946864411235
132,0.01469036191701889,0.014684575609862804,0.0009045436163432896
133,0.01463997084647417,0.01464129239320755,0.0007301795994862914
134,0.014588850550353527,0.014598110690712929,0.0008236359572038054
135,0.014537245035171509,0.014555007219314575,0.0007279918063431978
136,0.014484859071671963,0.014512150548398495,0.0007491068099625409
137,0.014431956224143505,0.014469747431576252,0.0007111713639460504
138,0.014378596097230911,0.014427791349589825,0.0006931538227945566
139,0.014324844814836979,0.01438662875443697,0.0006995559087954462
140,0.014270794577896595,0.014346607029438019,0.0006513537955470383
141,0.014216521754860878,0.014307859353721142,0.0006645907997153699
142,0.01416229922324419,0.014269920065999031,0.0006340364925563335
143,0.014107848517596722,0.014232625253498554,0.0006250336882658303
144,0.014053585939109325,0.014195705763995647,0.0006196817848831415
145,0.013999208807945251,0.014158831909298897,0.0005881556426174939
146,0.01394493319094181,0.014121600426733494,0.0006000867579132318
147,0.013890787027776241,0.014083527028560638,0.0005572204245254397
148,0.013836747035384178,0.01404471043497324,0.0005835072370246053
149,0.013782777823507786,0.014005361124873161,0.0005348490667529404
150,0.013728821650147438,0.01396582555025816,0.0005566664622165263
151,0.013674809597432613,0.013926301151514053,0.0005194623372517526
152,0.013620800338685513,0.013886738568544388,0.0005298946634866297
153,0.013566366396844387,0.013847142457962036,0.000514296698383987
154,0.013511551544070244,0.013807259500026703,0.00050275435205549
155,0.013456244952976704,0.013766981661319733,0.0005033682682551444
156,0.013400524854660034,0.013726072385907173,0.00048634340055286884
157,0.013343981467187405,0.013684614561498165,0.0004824430216103792
158,0.013286735862493515,0.013642726466059685,0.0004802583425771445
